text                ,category
Male and Female is the eukaryotic nature Only prokaryotic organisms cant see gender and it is genderless                ,None-of-the-above
Nice short film bro  Keep going                ,None-of-the-above
Dont to like those things bro please                 ,None-of-the-above
Really super  bro                ,Hope-Speech
very very good Movie Latif role really was awesome but it to b extended but we should get the good character like Latif to  feel the real happiness waiting for my Latif                ,Hope-Speech
I like her attitude and  way of talking I support  u                ,None-of-the-above
Your speech is very nice mam                 ,None-of-the-above
Total Different Thambi emotional touch valthukal all the best                ,None-of-the-above
She is very innocentand very open talk Who agree this                ,None-of-the-above
Mohamed sameer hy such a good heart u r such a nice person its good to c ur comment and the way u replied                 ,Homophobic-derogation
Hooow sweet  when Latif called Harish darling  when Harish called i love you both moments were so sweet for me Give me a little bit of smilei also want to get a partner like him                ,None-of-the-above
Its also not opposite to nature Or modern thing  historical proofs kooda irukku                ,None-of-the-above
Who cried for this  Even though it is actingprank                ,Counter-speech
Rompa you tube channel  parthurukean ana nenga vera 11 bro  Keep it up Keep always sai blessed                 ,Hope-Speech
Madan Gowri talk about facts of cricket                ,None-of-the-above
Waiting for second part                ,None-of-the-above
Good but I against this but I still appreciate this concept of this shortflim                 ,None-of-the-above
Dude why do you have to put as Transgender word out there remove that you are giving her a separate gender identitythats not good                ,None-of-the-above
What ah boldness Wat a attitude                ,None-of-the-above
Try with confidence                ,None-of-the-above
Bro please put video about Vicks Is it gud or bad                ,None-of-the-above
She is giving unwanted example to justify herself  Opposite poles only attract  That is nature  She is the new virus to the further generation Very bad i will pray for you god bless you             ,Homophobic-derogation
