text,category
അല്ലാണ്ട് വല്ല പ്രതൃതി വിരുദ്ധവും മാങ്ങാ തൊലി യും ഒക്കെ എടുത്തിട്ട് art ആണ് commercial അല്ലാ എന്നൊക്കെ പറഞ്ഞിട്ട് കാര്യം ഇല്ല പിന്നെ award ഇന്റെ കാര്യം,None-of-the-above
ഇസ്‌ലാമിക കാട്ടറബി ശരിയത്ത്  നിയമം പറയാനുള്ള സ്ഥലം ഇന്ത്യയല്ല ഇതൊരു ജനാധിപത്യ മതേതര രാജ്യമാണ്,None-of-the-above
Njn transmen nte kaaryam paranja poole transwomen nte kaaryavum engane chindhichunookkaam bro,None-of-the-above
Ingane aaanine upadravikuna 68474 kollan niyamam VenmNjn ente husine engane purath vidumpand pennu purath poyal aanu pediinn aaninum rekshayila,None-of-the-above
Bro ithu janithka problem anu Ithinu treat ment illa adya athu manasileakku,Counter-speech
muhammed abid kt,None-of-the-above
Theatreil poyi kanda padamanuingane okke abhinayikkanum oru range venamulkkollan pattathavar ithilum nannyi act cheyth kaanuchal kollamayirunnuachayan ishtam,None-of-the-above
Ninte thantha കുന്ദൻ  aanenkil nee thalli kollumo myran poora,Homophobic-derogation
ഇങ്ങനെ പോയാൽ ഭർത്താക്കന്മാർക് ജോലിക് പോകാൻ പറ്റില്ലാലോ good short film Plz watch and support,None-of-the-above
Transgender ആയിട്ടുള്ളവരെ വളരെ അധികം ബഹുമാനിക്കുന്നു Transgender എന്ന് ആരെങ്കിലും നിങ്ങളെ തിരിഞ്ഞ് നോക്കുന്നു എങ്കിൽ അത് പലരുടെയും ഓവർ മേക്കപ്പ് മാത്രമാണ് ആ പിങ്ക് ക്രീം ഡ്രസ്സ്‌ ധരിച്ച വ്യക്തി ഓവർ മേക്കപ്പ് മേക്കപ്പ് ആണ്  കോമഡി ആക്ടർ കണ്ണൻ സാഗറിനെ കാണും പോലെ,None-of-the-above
Vyas Deep എന്തിനാ സുഹൃത്തേ പ്രമുഖ മതം എന്ന് പറഞ്ഞു മൊത്തത്തിൽ പറയുന്നത് ഒരു യഥാർത്ഥ മുസ്‌ലിം വിശ്വാസി എന്താണെന്ന് താങ്കളുടെ അറിവ് പരിമിതി കൊണ്ടാണ് താങ്കൾക് ഇങ്ങനെ പറയാൻ തോന്നുന്നത്,None-of-the-above
victory India ചായ കുടിച്ചു പിന്നെ നല്ല തിരക്ക് സാധനങ്ങൾ ഒക്കെ പെട്ടെന്ന് തീർന്നു,None-of-the-above
അടുത്ത short filim പേര് ചന്തി കുണ്ടി അണ്ടി,None-of-the-above
Ithu tostingooo atho biology classooooo,None-of-the-above
തന്നെ വേണം ആദ്യം ഇടാൻ പഠിക്കേണ്ട സമയത്ത് ക്ളാസിൽ കയറാതെ നടന്നതിന്ടെ കുഴപ്പമാണ്,None-of-the-above
ഇവരും ജീവിച്ചോട്ടേല്ലേ,None-of-the-above
കുറച്ചു കൂടി നന്നാക്കിയിരുന്നേൽ international work ആയിരുന്നു ഇത് ഷാ ബിൻ ഷാ പൊളിച്ചു,None-of-the-above
അതിൽ കയ്യിട്ടു മാന്താൻ നിക്കണ്ട ഒരു നായിന്റെ മക്കളും,None-of-the-above
Ndf karem Madaniyem support cheyuna ne oke eth type erkm,None-of-the-above
Avarude cash Athu upayogichu itta makeup Pedi avunnenkil nokkanda O,None-of-the-above
പോയി ചാവടാ തെണ്ടികളെ ഇതിലും ഭേദം കല്യാണമേ കഴിക്കാതെ കൈപ്രയോഗം ചെയ്യുന്നതായിരുന്നു,Homophobic-derogation
അതിലും നല്ലത്‌ നീ ഒരുത്തൻ ചാവുന്നതാ,None-of-the-above
കുണ്ടൻ polayadi മക്കൾ അണ്ടി ചെത്തി കളയണം,Homophobic-Threatening
Sherikulla roopam moshamaayittano engane vesham ketti nadakunne,None-of-the-above
Jandukkal polum cheyyatha neecha krithyammanushyan adappadichirikunnulokavasanamalleee edilum valiya vrithikedum nadakum,Homophobic-derogation
Shakeela Shaduli enthinu bro njananu athil blue coat ettu nilkkunna jithu,None-of-the-above
Evare support cheyyunnatu kondu swavarga anuragikal allathavar polum agane avvan sadyata kooduthal aanu Thagalku ഞാൻ  paranjatu pottatharam aayirikkam athu pole thanne eniku thirichum,Homophobic-derogation
Santhosh Kumar ഇങ്ങനെ നിന്റെ അമ്മ കരുതിയിരുന്നുവെങ്കിൽ നീ ഇണ്ടാവില്ലായിരുന്നു ഇതൊന്നും പറയാൻ നീ ഇണ്ടാവില്ല എന്ന് വരുന്നവരും നമ്മളെ പോലെ തന്നെ കഴിവുള്ളവർ ഇണ്ടാക്കും നിന്റെ അമ്മയെയും അച്ഛനെ പോലെ എന്റെയും അത് നിനക്കില്ല എങ്കിൽ മിണ്ടാതിരിക്കുക,None-of-the-above
കുണ്ടൻ polayadi മക്കൾ അണ്ടി ചെത്തി കളയണം,Homophobic-Threatening
ഇതു മാത്രം ഒള്ളു ആകെ ഉള്ള പരാതി,None-of-the-above
Devadutt P ഹയ്യോ പുതിയ അറിവ് ആണല്ലോ ബായി ഗിന്നസ് ബുക്കിൽ കൊടുക്കണം ആ പയ്യൻമാരെ ചോദ്യം ചെയ്യുന്നതിന് മുൻപ് അവർ എന്ത് കൊണ്ട് വന്നു റേറ്റ് ചോദിച്ചു എന്ന് ഓർതോ ഊളകളെ നിങ്ങൾ കിടന്ന് ചിലക്കാതെ നിങ്ങളെ വർഗം ആണ് അവരെ കൊണ്ട് അങ്ങനെ ചിടിപ്പിച്ചത് അല്ലാതെ നിങ്ങടെ ഇണ്ണമുണ്ണി കണ്ടിട്ട് അല്ല ആദ്യം നിങ്ങള്ടെ വർഗത്തെ അടക്കി നിർത്താൻ നോക്ക് എന്നിട്ട് ചെക്കൻ മാരെ നന്നാക്കാൻ നോക്കാം,None-of-the-above
ഈതായോളികളെ കണ്ടംവഴി ഓടിക്കണം പൂറികള്,Transphobic-derogation
ആഹാ മോന്റെ പോരെ എടേ ,None-of-the-above
കുണ്ടന്മാരെ കാണുന്നിടത് വെട്ടിക്കൊല്ലണം പന്നീന്റെ മക്കൾ,Homophobic-Threatening
Ashbin Paul Satyaaaaam,None-of-the-above
Alle ipolum koode jeevikunna jeevanu thullyam snehikunna oral ingne anunu arinjal Ningal kolluo Yes anenkil Innu ningal kattuna sneham kallam anunu njan parayan,None-of-the-above
Vincent Gomez പ്രകൃതി തന്നെയാണ് ജീവി വർഗ്ഗ സന്തുലിതാവസ്ഥ നിയന്ത്രിക്കാൻ ഇങ്ങനെ ചെയ്യുന്നത്,None-of-the-above
Ie paripadi kollam avakulla paripadiyil nalloru programe ith,None-of-the-above
ഇനി മുതൽ അങ്ങനെ വെത്യാസം ഇല്ല പുതിയ വിധി പ്രകാരം സ്ത്രീക്ക് എതിരെയും കേസ് എടുക്കും,None-of-the-above
Ni po kunne kaattavarathi thallayoli poori mone,None-of-the-above
നാണത്താൽ രഹസ്യ മറക്കുള്ളിൽ നിന്നു മാത്രമായി നടക്കുന്ന ഇത്തരം ദേഹേച്ഛകൾ ക്കടിമപ്പെടുന്ന പ്രക്രിയ ഒരു വേള നാണം ഇല്ലാതായപ്പോൾ പരസ്യമായി വിളിച്ചു പറയുന്നു പരസ്യമായി ചെയ്യുന്നു എന്ന് മാത്രം,None-of-the-above
Eni veshya vrithi koodi niyama maakiyaal mathi,None-of-the-above
Penn ayi Jenich Ann Akan eshtapeduka athe pole Ann ayi Jenich Penn Akan eshtapeduka peninte character dressing oke follow cheyuka oke Gay ayit feminine alathavar und Lesbian ayit tomboy alathavr und,None-of-the-above
Itrem bold aayi valare adhikam work cheythu edutha ee video kk hats offpakshe nammde naatil ithu manasilakkan etraper thayarakumennu samshayamanubut oru cheriya vethyasam varuthan ee video sherikkum sahayikkum urappanu,None-of-the-above
Ipol 5 varshangalkippuram oru transgender sahodhariku vendi nammal ellarum orupole samsarikkunnu,None-of-the-above
dq ന്റെ ചാവേറ് adopt cheythal theravunna prashaname ullu,None-of-the-above
Njn bro Enthaa sambhavm ennariyan vanathaa,None-of-the-above
Mister nu sammathavakuointercaste marriage love marriage ellathinum ethirth,None-of-the-above
Ivanonnum chinthiknile feminism enu peru pranu sthreekal vebhicharikanulla swathanthryam nedi alathe entha ethinte artham ,None-of-the-above
Hidden Anonymous ആ ഒരു കാര്യത്തിന് വേണ്ടി മാത്രമാണോ ഈ കല്യാണം,None-of-the-above
Chechiiningal poliyanuyour way of presentationcontentsellam,None-of-the-above
അത് അവരുടെ personal choice ആണ് അത് മറ്റുള്ളവരെ മോശമായി effect ചെയ്യുന്നില്ലലോ  Try to respect everyone without judgemental ,Counter-speech
ആരോഗ്യപരമായി സമൂഹത്തിന് ദോഷം ചെയ്യും ,None-of-the-above
Njann Dhyanathinuu Poyapoll Achan Marruu Ekaney alla Parajateuu epol Nto Pattoo Avooo,None-of-the-above
എഫെമിനെയ്റ്റാകുന്നതിൽ എന്താണ് കുഴപ്പം ആണോ പെണ്ണോ ട്രാൻസോ ആകുന്നതോ ലിംഗമോ യോനിയോ സ്തനമോ ഉള്ളതോ ഇലാത്തതോ ഇടകലർന്ന് ഉള്ളതോ പ്രവർത്തിക്കാത്തതോ ഒന്നുമല്ല കാര്യം ആണത്തവും പെണ്ണത്തവും അല്ല കാര്യം,None-of-the-above
ഉത്തമ വിഷയങ്ങൾ തന്നെ തിരഞ്ഞിടുക്കുന്നതിന് ,None-of-the-above
Bro sub count onnu visible aakuvo,None-of-the-above
Of course prakrthik niyaman ondread it over here,None-of-the-above
Ningalil kurach perokke ullu nallavarayitt bakkil ullathellam verum ooombiya vanangalagundayisama mothom,None-of-the-above
Alan Alex ഇത്രയും മാറിയില്ലേ സുഹൃത്തേ ഇനിയും മാറ്റങ്ങൾ അനിവാര്യമാണ് നമ്മൾ ഉൾപ്പെട്ട സമൂഹത്തിൽ മാറ്റങ്ങൾ കൊണ്ടു വരാൻ നാo ഓരോരുത്തരും കടപ്പെട്ടിരിക്കുന്നു സ്ത്രീ എന്നും പുരുഷനെന്നും പേരു വിളിച്ച് വേർതിരിക്ക പെടുമ്പോൾ മൂന്നാമതൊരു ലിംഗക്കാരൻ എന്ന് വിളിക്കപ്പെടുന്നത് ശരിയല്ല എന്ന് ചിന്തിക്കുന്നു വളരെപ്പെട്ടെന്ന് അവർ ആവശ്യപ്പെടുന്ന പോലെ അവരെ അഭിസംബോധന ചെയ്യാനായി മലയാള ഭാഷയിൽ ഒരു പദം ഉണ്ടാകട്ടെ എന്നു മാത്രം,Hope-Speech
