,text,Labels
228,Transgender or Transexual b bta dete jb itna btaya aapne to...,Non-anti-LGBT+ content
229," @Krishna K. B.   chacha, class 1 me hoke ese badon ki baatein nehi karte. Spelling toh aati nehi aaya bada baat karne harmonal 😂😂😂",Non-anti-LGBT+ content
230,"Mera soch kahata hai
Aapke jaisa dusara teacher to hai hi nhi sir ji 
Bahut aasan bhasha me explain karte hai aap 
Jo aapke samjhane se nhi samjhega usko koi nhi samjha payega.",Non-anti-LGBT+ content
231,Yep- I am bisexual myself 😌👑,Non-anti-LGBT+ content
232,Insano ka kaam khali bcche peda krna hota h khud li life jine ka hk nhi h??,Non-anti-LGBT+ content
233,Kas ldki v ldka ban skti thi,Non-anti-LGBT+ content
234,Kuch bhi,Non-anti-LGBT+ content
235,Kya lesbian ko periods hoti haii ??,Homophobia
236,Sir sab natural hota hai . nature khud ko balance karke chalti hai animal human sabme ye sab normal hota hai........taki population balance rahe isme koi khoon kharaba nahi hota hai...aur ye kam  dekhe jate hain 😂 ..par kam hote nahi hai .....yaha priwar ke liye sab chupa lete h yaha.. agar sabka adhikar hota samaaj me to population automatically control ho jaati aur jo bache aanath hai unko ghr milta ...... Par yaha sab befkoof hai,Non-anti-LGBT+ content
237, @LIMITED GAMER  bhai tu kamasutra ke baare me bhul gaya wo bhi india ke culture se hi aaya tha . Kabhi kabhi apne chhote se bulbule se bahar nikala kar😂,Non-anti-LGBT+ content
238,Sir shemale pe bnaye veideo,Non-anti-LGBT+ content
239,Achha hai nahi hota 🤪🤪🤪,Transphobia
240,Nice awareness about gender,Non-anti-LGBT+ content
241,"Come on grow up, ye LGBT koi beemari nahi,",Non-anti-LGBT+ content
242,Kas aapki soch jaisi puri dunia ki hoti tb sayd log hme samjh pate sir ji,Non-anti-LGBT+ content
243,"🙏 
आज तक मैं सभी को हिजड़ा ही समझता था",Non-anti-LGBT+ content
244,Yes,Non-anti-LGBT+ content
245,Bhagwan dono hote h,Non-anti-LGBT+ content
246,कल बकरीद है। बेजुबान गोट्स को बलि से बचाए।ये गलत परम्परा को बंद करने के लिए अपील कीजिए।,Non-anti-LGBT+ content
247,Bahut badhiya sir ji . Doubt clear👍❤️,Non-anti-LGBT+ content
248, @Maniesh Paul  thank u sir aapne reply Kiya mien aapki bohot badi fan hu 😁😁😁😁😁😁,Non-anti-LGBT+ content
249,Sir kya intersex wale v reproduction kr sakte hi kya,Non-anti-LGBT+ content
250, @SRISHTI SHARMA 🆅  😆Yes i am bi,Non-anti-LGBT+ content
251,Inter sex fir se samjao,Non-anti-LGBT+ content
252,You are giving your personal views and making it biased. It is expected to only give the information.🙏,Non-anti-LGBT+ content
253,Bhai 😂 ye necessary tha kya,Non-anti-LGBT+ content
254,"आज के दौर मे होमो सेक्स कॉमन हो गया है 99% लोग  पसंद करते है। जो एक आदमी इसे बहुत बुरा समझते है  वो ही अबनार्मल है मेरे हिसाब से।100 लोगो मे, लगभग 85% लोग bisexual hai ( लड़का लड़की दोनो को पसंद   
या sex  करते हैं) 5% gay mind, 10% लोग सिर्फ लड़की से ही sex पसंद करते है।  लेकिन ये सब बाते समाज के सामने कोई नही कहते लज्जा के कारण।  किसीको तीन टाइम चावल पसंद है तो किसीको तीनो टाइम रोटी, किसीको दोनो पसंद है। सब का अपना अपना चॉइस पसंद। इसका मतलब ये बीमारी मेंटल रोग नही। जिसपर जिसका मन भा जाए पहले दोस्ती फिर
 प्यार,उसके बाद सेक्स ।",Non-anti-LGBT+ content
255, @Rockstar MEMES  isse reservation ka kya relation ha???,Non-anti-LGBT+ content
256,कल मेरे साथ 40-45 साल का Gay गलत व्यवहार किया 😭,Non-anti-LGBT+ content
257,Maine bhi gb road par 1 ghanta bitaya aur mujhe aids ho gya...😂😂😂,Non-anti-LGBT+ content
258,ap na bahut 👍👍👍Sahi kaha,Non-anti-LGBT+ content
259,Disorder seriously apko Puri knowledge ni hai bhai,Non-anti-LGBT+ content
260,Tum gao ko kothe se compare kr rhi ho,Non-anti-LGBT+ content
261,Pehli baat normal abnormal me antar sikho phir gyaan dena,Non-anti-LGBT+ content
262,Sir sab smj giya but ladyboy kisa bola jatha ?,Non-anti-LGBT+ content
263,"Ab kabhi na kahugi ki ""i don't like boy"" 😂😂😂",Non-anti-LGBT+ content
264,Khan sir simple bhaasa me padhate hai jaldi samajh aata hai,Non-anti-LGBT+ content
265,Bhai mine gril ki taraha mekup to nehi kartaa but boy par etrekt hotaa he kiyu plz reply plz,Non-anti-LGBT+ content
266,Bio ka pura videos youtube par dal dijiye,Non-anti-LGBT+ content
267,Sound equal nhi aa rhi he,Non-anti-LGBT+ content
268,Bro it's not mental disorder. It's gender and sexuality. Kahi logo ke man alag tarah se bane hote he to unhe apna gender hi pasand hota he,Non-anti-LGBT+ content
269,Isara,Non-anti-LGBT+ content
270,"सर,जो जानवरों के पीछे रहते हैं?",Non-anti-LGBT+ content
271, @Indra *  Telegram and in Netflix also,Non-anti-LGBT+ content
272,"Thank you sir ,aaj tk kisi ne itna easy nhi samjgaya,u too good sir",Non-anti-LGBT+ content
273,I don't like it becoz at many points he disrespected lgbt community...🙄🙄🙄,Non-anti-LGBT+ content
274,Yeh Rog Nahi hai sir,Non-anti-LGBT+ content
275,"Thank you sir  sir mujhe kuchh BHI pta nhi tha 
Bahut bahut thank you sir",Non-anti-LGBT+ content
276, @Mohit Kumar  comman sense naam ka bhi chij hota h,Non-anti-LGBT+ content
277, @Debayan Das  mansik rog tereko bhi h,Non-anti-LGBT+ content
278,"Sir iss topic pr aapko or research krne ki jarurat hai 
Ya fir jo iss community se hai unse information lijiye",Non-anti-LGBT+ content
279,Guys if anyone have the answer for her... Please 🙏🙏 reply or give her the suggestion...,Non-anti-LGBT+ content
280, @Harry Choudhary  ha ye to shi hai hme life me ek se adhik logo se pyar ho skta hai ☺️,Non-anti-LGBT+ content
281,"Shikandi ka naam suna hai, in dvaparyug??",Non-anti-LGBT+ content
282, @PERSONA  thanks,Non-anti-LGBT+ content
283, @Utkarsh Khandelwal  bruh!,Non-anti-LGBT+ content
284,"Hi guys, mai bhi 5 saal ke age se crossdress kar rahi hu aur mom's and sister ke kapde pehenti hu aaj bhi crossdressing kar rahi hu public me but Maine abhi tak apne mummy papa ko nahi btaya hai is bare me aur mai akeli pad chuki hu. Mai kaise btau samajh nahi aata hai but Mai khafi jyda pareshan hu isse aur muje full time woman Banna hai aur mai stressed aur depressed ho chuki hu. What to do, any suggestions please help.",Non-anti-LGBT+ content
285,"ASEXUAL, DEMISEXUL FALL IN LOVE WITHOUT LOVE I'M NOT SEXUAL ATTRACT PAR BHI VIDEO BNAYE   ASEXUAL BHRAMCHARI LIKE YOGI ADITTENATH",Non-anti-LGBT+ content
286, @AN UJ  kasie ko ve das logo ke tana sunnay ka shook nahie hay (jab prikriti ne he male body female feelings ya female body ore male body kay shat bhaja tho kha karay) (mar jaye),Non-anti-LGBT+ content
287, @SRISHTI SHARMA 🆅  That's nothing to give such reactions Ishaara,Non-anti-LGBT+ content
288,Tum aur mah dost 🤣🤣🤣🤣,Non-anti-LGBT+ content
289,shi bola,Non-anti-LGBT+ content
290,Aap bahut achhe hai sir ji,Non-anti-LGBT+ content
291,Monti Roy k aage e log kuch bhi nahi hai. 😂😂😂😂,Transphobia
292,Shemale kisko kehte hai?,Non-anti-LGBT+ content
293,Is per bhi bolega,Non-anti-LGBT+ content
294,Sir genetic to Nehi hai,Non-anti-LGBT+ content
295,आज खबर हुए जेंडर ट्रांसलेटर क्या होता sabd सुना था खबर नही थी,Non-anti-LGBT+ content
296, @Rahasya Mourya  oooo achaaa...koi niiiii yrr just enjoy your lifeee log to.khnge unka to.kaam h kehnaaa....,Non-anti-LGBT+ content
297,😂😂,Non-anti-LGBT+ content
298,Jo ladki se ladka bn jate hai ya jo ladka se ladki bn jate hai usko kya bolte hai plz tell me . Hijra or transgender 1 hi hote hai kya,Non-anti-LGBT+ content
299,Sir bimari nahi mante but log mante hain use bata rahe hain,Non-anti-LGBT+ content
300,But sir ek confusion hai aap bol rhe they ki transgender ke private parts nhi hotey toh sir unke books kyu hotey hai🤔,Non-anti-LGBT+ content
301,Haan bilkul kr skta h,Non-anti-LGBT+ content
302, @Rishav verma  tum bimar nahi ho jo tumhe apna ilaaj karana hai . Ye natural hai accept yourself and move on with life,Non-anti-LGBT+ content
303,जब किसी व्यक्ती को. वो स्त्री हो या पुरुष... अगर उसे किसीमेभी इन्ट्रेस्ट नही हो तो. जेसे किसीभी प्रकार का सेक्शुअल इन्ट्रेस्ट नही हो तो.. इसे हम क्या कहेंगे?,Non-anti-LGBT+ content
304,kya inter-sexual एक बच्चे को जन्म दे सकता है?,Non-anti-LGBT+ content
305,"Pahle puri knowledge le le guru
Adha adhura Gyan pel rha h",Non-anti-LGBT+ content
306,One of the best teachers I have ever seen,Non-anti-LGBT+ content
307,किन्नर कैसे हो जाते हैं,Non-anti-LGBT+ content
308,sir she male reh gayi ...,Non-anti-LGBT+ content
309,"Dear sir,
             koi vyakti ladki jaisi dikh rhi hai ,aur uska privet part ladka ka hai wo in pancho me se kisme shamil hoga",Non-anti-LGBT+ content
310,"मै लडका हू
लेकिन लेस्बियन लडकी से शादी करना चाहता हू",Non-anti-LGBT+ content
311,gender or sexual orientation ???,Non-anti-LGBT+ content
312,super se uper he sir apka gyan,Non-anti-LGBT+ content
313,Gjb,Non-anti-LGBT+ content
314,Achha? Tujhse aisa kisne bol diya ? bisexual means before falling in love they dont see the gender of that person thats it.,Non-anti-LGBT+ content
315, @Anindita Karmakar  even friend circle o taria dbe .. Jana jani hole,Non-anti-LGBT+ content
316,Pagal log,Non-anti-LGBT+ content
317,Life ak he hay jo jistra jena chata hay ussay jenay do,Non-anti-LGBT+ content
318,"Khan Sir, ye Gilma kya hote hai...?",Non-anti-LGBT+ content
319,"Sir cryptocurrency par detailed video bana do, please.",Non-anti-LGBT+ content
320,गीतांजलि बाबर।hindu Muslim ka anakho sangm hai,Non-anti-LGBT+ content
321,"Sir , I like you chose this topic , but I want to mention one thing , homosexuality is not a mental problem, by birth hi aisa hota hai .. jaise apne bola ki hamare bharat me nhi accept krte isliye log khul k bol nhi paate the , abb viksit horaha hai desh to kuch log khul k bahar aate hai or , homosexuality ko chupaate nhi hai . So , it's not a problem ya bimari , by birth hi aise hote hai gay ya lesbian ya homosexual",Non-anti-LGBT+ content
322, @hey  from where are u,Non-anti-LGBT+ content
323,To phir ye kis liye 😜🤔,Non-anti-LGBT+ content
324,"Khan sir sex taboo, par video banaye.",Non-anti-LGBT+ content
325,राइट khan sir,Non-anti-LGBT+ content
326,Ye log jo bhi kar rahe hi science is galat istemaal kar rahe hi . Uparwaale ne jo inhe banya hi na bankar kuch or banna chate hi . Bhut galat hi.,Non-anti-LGBT+ content
327,Hasna tha?,Non-anti-LGBT+ content
328,mujhe uski leni hai,Non-anti-LGBT+ content
329,Sir Juburdust video.,Non-anti-LGBT+ content
330,Sir aap bar bar bol rhe he ki ye mansik asntulan he but Esa nhi h .....😅🤣🤣.,Non-anti-LGBT+ content
331,Sir m bisexual hu but ladkiyo se Jada ldko ki taraf attraction h ye bta sakte ho ki shadi ke bad koi problem Hoga ya nhi?.....aur aap swaym bohot Frank reacher h isliye pooch rha hu aap kya ho?...top bottom ya straight?...aur ek baat aap ki taraf bhi m bohot attract hota hu🤭😚,Non-anti-LGBT+ content
332,Koi ladki ladka ki tarah rahta hai to use tomboy kahte hai to agar koi ladka ladki ki tarah rahe to use kya kahenge ladhks,Non-anti-LGBT+ content
333,Ye sab humans mai hi dekha jata hai ya other animals mai bhi dekha jate hai?,Non-anti-LGBT+ content
334, @Fariha Sheikh   sb bolte h jb tk bhgwal jo bhi bolo god Allah kuch bhi vo jb tk ni chahenge kuch bhi nhi ho skta h unki mrji se agr ek insan tom not la lgbtq se h to kya uski glti h isme bhgwan ya Allah inki glti nhi ho skti h kya unhone filling diya h tbhi to hm apne body se alg fill krte h,Non-anti-LGBT+ content
335,Kinner and chakka toh alag alga hai na...,Transphobia
336,"Sahi kaha si,kabhi bhi kisi ka uphas nahi udana chahiye,insaan baniye👍",Non-anti-LGBT+ content
337,I don't no pta kr ke btata hu I think ni aati hogi  harmon lete honge to,Non-anti-LGBT+ content
338,Ye sab banta hai kaise iske biology thoda bataiye,Non-anti-LGBT+ content
339,Khan baba jindabad,Non-anti-LGBT+ content
340,Hats off Khan Sahab 🙏🏻🙏🏻,Non-anti-LGBT+ content
341, @sk  jo vo km krta h uske accr. bola mne ..okk nhi to mere kehne se jbrdsti bnega kya vo..aap log mtlb joke ko b seriously le lete h..,Non-anti-LGBT+ content
342,Gay log muh me lete h kya,Homophobia
343,Shemale kya hota hai,Non-anti-LGBT+ content
344,Bi-sexual में male + female को शादी हो जायेगा तो बच्चा होगा की नहीं ?,Non-anti-LGBT+ content
345,Khan sir ji ..Isme hame kuchh bhi ajeeb nahi lagta kyoki ye sab normal hai natural hai or itihas bhi gawah hai.homosexuality koi bimari nahi h.,Non-anti-LGBT+ content
346,Bi - saxual me koi body chenging hoti hai???,Non-anti-LGBT+ content
347,Same problem mere sath bhi hai lekin mujhe bahut aacha lagta hai ye filings,Non-anti-LGBT+ content
348,"Lesbian wala samj nhi aye mujhy ,,, jab dono larki ki jaisa hongy toh sammandh kaise banate hy ....🤔🤔🤔",Non-anti-LGBT+ content
349, @Tarot Oracle  thanks or Chee apne upar karo samjhe tm to admi hi hona ??,Non-anti-LGBT+ content
350,Isme ladki kaha se Aa gai,Non-anti-LGBT+ content
351,"Jo, male female ki le
aur male ki bhi le
magar khud male ke saat top bhi ho aur bottom bhi
Use kya khate hai",Non-anti-LGBT+ content
352,Lanat lanat lanat male par Jo female ho Jaate Hain,Non-anti-LGBT+ content
353,Deepak Kalal feeling better after watching this video.,Non-anti-LGBT+ content
354,tu dede award ise jyada hi pyar aa rha h to🤣,Non-anti-LGBT+ content
355, @Moni Mishra  oh hello...  Me apne Gender me comfortable hu.. So me kyu change kru.... Wo logo ko comfort nhi hua.  So unhone change kiya..  Usme kya bura h.,Non-anti-LGBT+ content
356,Bhai moje bhi ladki banna hai yani xender  cheng karana hai Deepak kushwaha aap ka nambar do,Non-anti-LGBT+ content
357,Sir PDF link nehi hai usme,Non-anti-LGBT+ content
358,9:48,Non-anti-LGBT+ content
359,tereko mansik bimari h,Non-anti-LGBT+ content
360,Who is here after insta ??😁😆,Non-anti-LGBT+ content
361,Bollywood is modern Brothel vulgar Nudity and immoral relationship..... characterless people called celebrity चरित्रहीन व्यक्ति तो इसी प्रकार का होता है समाज में आजकल नाजायज संबंध बनाने के लिए नए-नए शब्दावली का प्रयोग हो रहा है girlfriend boyfriend लिव इन रिलेशनशिप बिन फेरे हम तेरे ।,Non-anti-LGBT+ content
