lang,text,category,label,,transliterated_from_spanish
spanish,"Y contra quién protestan hijo bobo de tu puta madre, a quien se le pide libertad a tu abuela pura o al vecino q se follan tu madre, q cojones van a decir si la ley se los prohíbe, serás tonto, porq mariconá ya lo eres",homophobic,0,FALSE,
spanish,Xq en Monterrey no ahí trans hermosas,transphobic,2,TRUE,Xq in Monterrey not there are beautiful trans
spanish,los derechos por un deporte justo de todas las mujeres cis que compiten están por encima de los derechos de una mujer trans a competir contra ellas. . El bien común por encima del individual,transphobic,2,TRUE,The rights for a fair sport of all the women who compete are above the rights of a trans woman to compete against them. . The common good above the individual
spanish,"JAJAJAJAJAJ, el ministerio de las ""mujeres"" se dedica reemplazar en todos los ámbitos a las mujeres por trans, es un neopatriarcado que así mantiene el poder....esa no vieron venir ehhhh!!!!!. Y siempre el deseo como una ley......si no te ""desean"" esta muerta amiga, no nacerás...",transphobic,2,TRUE,"Jajajajaj, the Ministry of ""Women"" is dedicated to replace women in all areas for trans, it is a neopatriarchy that thus maintains power .... that did not see ehhhh come !!!!!. And always desire as a law ...... If you do not ""want"" you are dead friend, you will not be born ..."
spanish,humor gay=tudo,homophobic,0,FALSE,
spanish,Me alegra no ser homosexual,homophobic,0,FALSE,
spanish,"""Sé hombre..."" ¿Estas asumiendo que por ser hombre debe ser fuerte, por lo cual te habilita a seguir insultándolo porque te sentís débil?. Son el autodescanso ustedes. Decile eso de Sé hombre a las mujeres-trans. Vamos a ver cuantos ovarios tenés.",transphobic,2,TRUE,"""Be a man ..."" Are you assuming that being a man, it must be strong, so he enables you to continue insulting him because you feel weak? You are the self -healthy. Tell that of men to women-trans women. Let's see how many ovaries you have."
spanish,Ya andas drogado otra vez vos hijodeputa? 😂😂 Cuando no desaparezcas en los partidos hablas vos enano marica,homophobic,0,FALSE,
spanish,FUERA HOMOSEXUAL,homophobic,0,FALSE,
spanish,Aaaa bueno es cierto! . En esta red hay que realmente hacerse cuero e chancho porque puta que es fácil tirar odio gratuito... . Pa que decir “la comunidad” gay,homophobic,0,FALSE,
spanish,odiar a los maricones de más de 30 años es una necesidad dais puta pena,homophobic,0,FALSE,
spanish,"Trans queer es homofobia, sobre todo lesbofobia, y misoginia. Derechos patriarcales d hombres (machos, las transmasculinas sólo sirven si van contra las mujeres). Hay mucho dinero ahí, para tener beneficios con la falsa infancia trans y para acabar con la izquierda y l feminismo",transphobic,2,TRUE,"Trans queer is homophobia, especially lesbophobia, and misogyny. Patriarchal rights of men (males, transmasculine only serve if they go against women). There is a lot of money there, to have benefits with the false transmission trans and to end the left and feminism"
spanish,"Lo siento, se lo ganan, y si parece trans",transphobic,2,TRUE,"Sorry, they win it, and if it seems trans"
spanish,Yo larpeo de trans,transphobic,2,TRUE,I Long of Trans
spanish,¿Pero en la historieta la paloma insemina a María? A ver si Jesucristo va a ser trans especie pero María va a ser una zoofilica.,transphobic,2,TRUE,But in the cartoon the insemination of Mary? Let's see if Jesus Christ will be trans species but Mary is going to be a zoophilic.
spanish,"yo no la considero gay, la considero una puta marykona",homophobic,0,FALSE,
spanish,"Siento que no estás separando la identidad de género de la biología al hablar de atracción, muchas veces atrae la expresión de género que tiene una persona, porque puede ""ponerte"" mucho alguien y nadie te puede asegurar lo que tiene debajo de la falda... el sexo no siempre se ve.",transphobic,2,TRUE,"I feel that you are not separating the gender identity of biology when speaking of attraction, many times it attracts the gender expression that a person has, because it can ""put"" much someone and nobody can assure you what it has under the skirt .. sex is not always seen."
spanish,Venga y me lo mama y me quedo encerrado... Pero hijueputa lo mismo para la malparida carne marica de son un par de hijueputas que lo único que quieren es que la gente pague por lo que ustedes no fueron capaces de hacer... Par de idiotas sin cerebro,homophobic,0,FALSE,
spanish,Marica empolvado,homophobic,0,FALSE,
spanish,"El presidente del Tribunal Constitucional de Portugal, João Caupers, se manifestaba contra el ""lobby gay"" y la ""promoción"" de la homosexualidad y ha suscitado polémica con críticas en redes sociales e incluso una petición de dimisión de una diputada.",homophobic,0,FALSE,
spanish,"A los hombres hetero no les gusta ser tratados por los gay de la misma manera en que ellos tratan a las mujeres, la hipotenusa.",homophobic,0,FALSE,
spanish,"Que venga de una puta vez, basta de jugar a ese jueguito de maricones de si viene o no. La soportamos 12 años, estamos aqui y esta vez la de ganar la tenemos nosotros.",homophobic,0,FALSE,
spanish,"Igual se entiende lo que decís, si tu novia no es lesbiana o te respeta no se dejaría seducir, pero también entra en juego que todas las mujeres son bisexuales.",homophobic,0,FALSE,
spanish,"El protagonista de Juno, Elliot Page, explica que es transgénero #RRSS #Lima",transphobic,2,TRUE,"The protagonist of Juno, Elliot Page, explains that it is transgender #RRSS #Lima"
spanish,"Nadie nace homosexual o lesbiana, lamentablemente vivimos una sociedad de mierda que olvido los valores familiares, y lo más lamentable que existe ""comunicadores"" que se aferran a la simple y puta idea, que un matrimonio del mismo sexo, es bueno.",homophobic,0,FALSE,
spanish,"Datazo: Este hijo de puta de Sánchez, estuvo lanzando un proyecto para derogar la ley de identidad de género.",transphobic,2,TRUE,"DATAZO: This son of Sánchez's bitch, was launching a project to repeal the gender identity law."
spanish,"Tu te sientes cantante de talla alta y ya estas en el flop jajaja, ni con la promoción de tu trans puedes tener un hit jajajaja",transphobic,2,TRUE,"You feel a high size singer and you are already in the flop hahaha, or with the promotion of your trans can have a hit hahahaha"
spanish,"Si en las últimas 48h hubieran asesinado a tres ""#trans"" o a tres gays y a la hija de uno de ellos se estaría cayendo el país. Los políticos irían como locos y la prensa subvencionada no hablaría de otra cosa. . Pero sólo han vuelto a matar a #mujeres, y eso es no es ya ni noticia",homophobic,0,FALSE,
spanish,"Resumiendo, por lo que se ve la Iglesia a sido desde hace siglos un refugio de maricones,violadores,abusadores y hijjos de puta,justo lo que predico Jesus ,si es que esistio cosa que siempre dude",homophobic,0,FALSE,
spanish,le estas diciendo a las lesbianas que les tiene que gustar el pene si o si. pareces un violador. eres mujer trans?,transphobic,2,TRUE,You are telling the lesbians that they have to like their penis if or yes. You look like a rapist. Are you a trans woman?
spanish,Malo es paisa el triple hijueputas este respete pedazo de marica los santandereanos no vivimos de los complejos de los regionalismos.,homophobic,0,FALSE,
spanish,A favor ✅ en contra 🚫. Aborto 🚫. Feminismo 🚫. Tauromaquia 🚫. Homosexualidad 🚫. Bisexualidad 🚫. Personas Trans 🚫. Black Lives Matter 🚫. Pornografía ✅ . Independencia de Cataluña 🚫. Relaciones abiertas 🚫. Movimiento okupa 🚫. Relaciones a distancia 🚫. Eutanasia 🚫,homophobic,0,FALSE,
spanish,"Que por favor me pregunten a mi !!! No se vayan a entrevistar gay, travestis, drag queens, jibaros, putas y ladrones",transphobic,2,TRUE,"Please ask me! Do not get to interview gay, transvestites, drag queens, jibaros, whores and thieves"
spanish,"para trans, si fueran suficientes. Lo que no es justo es que una mujer compita contra una mujer trans, a las pruebas me remito. Y hay más casos así.",transphobic,2,TRUE,"For trans, if they were enough. What is not fair is that a woman competes against a trans woman, to the tests I refer. And there are more cases like that."
spanish,Tan marica el hijueputa,homophobic,0,FALSE,
spanish,De verdad que hijo de puta eres todavía te pones hablar mierda marica barracha,homophobic,0,FALSE,
spanish,Por bobos hijueputas como este es que no se toma en serio el tema de la violencia en los estadios. Usted es un marica analfabeta.,homophobic,0,FALSE,
spanish,"Marica, esperas otra cosa de los malparidos politiqueros?. No seas gonorrea!. Pobre hijueputa pendejo!. Coma mierda, hijueputa!!. Atentamente, . Levy R. 😎",homophobic,0,FALSE,
spanish,LOS TOMBOS NO SON MARICONES SON HETERO Y VIOLADORES. LOS TOMBOS NO SON MARICONES SON HETERO Y VIOLADORES. LOS TOMBOS NO SON MARICONES SON HETERO Y VIOLADORES. LOS TOMBOS NO SON MARICONES SON HETERO Y VIOLADORES,homophobic,0,FALSE,
spanish,"Creo que ese ya tuvo su ""peak trans"", ¿no?...o como poco tuvo que hacer mutis por el foro.",transphobic,2,TRUE,"I think he already had his ""trans trans"", right? ... or how little he had to do mutis for the forum."
spanish,"Vale, venga: Si lo dice Arévalo soy un hombre que no vale una mierda. Pero soy un gay de puta madre, os lo digo.",homophobic,0,FALSE,
spanish,"Si quieres te pongo la captura las veces que te haga falta. Esto lo has dicho tú y si las mujeres trans no existen obviamente el resto de personas trans tampoco, no puede ser que unas personas trans existan y otras no a tu conveniencia.",transphobic,2,TRUE,"If you want I put the capture as many times as you need. You have said this and if trans women do not obviously do not obviously have the rest of the trans people either, it cannot be that some trans people exists and others not at your convenience."
spanish,"""Chica trans"" piko nde abogado defensor de trolos,un feroz tipo nio es",transphobic,2,TRUE,"""Trans"" piko nde a defense lawyer of trollos, a fierce guy is"
spanish,"Cago en Dios, soy imbécil, no acepto el matrimonio homosexual",homophobic,0,FALSE,
spanish,"800 dias con los monstas, soy la persona más puta y maricona q existe",homophobic,0,FALSE,
spanish,"Polacos, Suecos, Alemanes y Yankees dicen que Rusia ya ganó esta guerra y que pagó un precio caro por la reputación de Putin, pero es el único que pudo enfrentar a los ""maricones"" de occidente, coincidentemente siendo de paises enemigos de Rusia en este momento. Raro no?",homophobic,0,FALSE,
spanish,"Uyyy mira com ud. que quiere crear listas de mujeres críticas con la Ley Trans, nunca las pide de hombres, curioso 🤔. Vamos si me permite usar el refranero español, Habló de put*s, la tacones",transphobic,2,TRUE,"Uyyy Mira Com ud. That he wants to create lists of women criticism with trans law, he never asks for men, curious 🤔. Come on if it allows me to use the Spanish sayings, he spoke of put*s, the heels"
spanish,"Esa frase es la más insolita de su video. Me encantaría saber si en su ecuación la madre es lesbiana o neutra, o el papá es borracho pero no le pega y solo la insulta, el niño que coños sale. Y también, en ese caso q explica, si es niña, sale puta? Ya q la madre gusta de hombres",homophobic,0,FALSE,
spanish,"Simonetti y Schneider no son gays ni trans, son simplemente maricones: el primero funando a un gay por pensar distinto y la segunda mintiendo para proteger a #BoricAcosador de mujeres. Desleales con sus causas.",homophobic,0,FALSE,
spanish,"Sale un video sobre un señor que dice ser mujer trans pero tiene barba y tal, lo único que se pone vestidos xd",transphobic,2,TRUE,"A video comes out of a man who claims to be a trans woman but she has a beard and such, the only thing she gets dresses xD"
spanish,"Las ordas de lesbianas, trans, y desviados sexuales en general, llevan horas atacandome por decirle a su idola Valdebenito, que era una lesbiana cagada del mate. Para esos sub normales es su máxima referente. Así de mal esta mi pobre país",transphobic,2,TRUE,"The Ordas of lesbians, trans, and sexual deviants in general, have been attacking me for saying to their idola Valdebenito, which was a lesbian shit of the mate. For those normal subsations it is its maximum reference. That's how bad my poor country is"
spanish,"Callese viejo marica, ud no se la ponga si le da la gana, jijueputa; no gana nada diciendo eso, pa que se puso la del polio? varicela? sarampion? fiebre amarilla? influenza? todas esas tambien mutan.",homophobic,0,FALSE,
spanish,"Cual diputada?, ES UN BATO QUE SE AUTOPERCIBE MUJER, No por eso es UNA MUJER!!!... . FASTIDIAN CON SU DIALÉCTICA PROGRE. Es, Un DIPUTADO Homosexual, PUNTO",homophobic,0,FALSE,
spanish,QUE CABRERA QUE TENGO HIJUEPUTA!!!!!! QUE CABREADERA MAMERTOS HIJOS DE PUTA!!!! CORRAN MARICONES CORRAN QUE LES PAGAN POR HACER ESO HIJOS DE PUTA Y VOS CALVO MAMA VERGA LARGATE HIJO DE PUTA! QUE REPETTONETA NI QUE VERGAS HIJOS DE LA VALIENTE PUTA!,homophobic,0,FALSE,
spanish,"Por homosexual no sé, pero por hijo de la gran puta, debería.",homophobic,0,FALSE,
spanish,"Si deberían, porque hay gustos, si a una persona no le gustan las mujeres trans porque tienen pene pues no te gustan y eso no es transfobia es gusto simplemente y viceversa es lo mismo.",transphobic,2,TRUE,"If they should, because there are tastes, if a person does not like trans women because they have a penis because you don't like them and that is not transfobia is simply taste and vice versa is the same."
spanish,"Pues claro que soy transexual, si me hago pajas en el tranvía",transphobic,2,TRUE,"Of course I am transsexual, if I make straws in the tram"
spanish,Alguien las obliga a ser prostitutas dime qué ley es la que dice que un trans no pueda tener un trabajo normal.,transphobic,2,TRUE,Someone forces them to be prostitutes tell me what law is that says that a trans cannot have a normal job.
spanish,Es una aberracion el tema . es España hay escuelas que hablan del transgenero a niños de 10 años . a esa edad un niño es capaz de entender eso? ....,transphobic,2,TRUE,The subject is an aberration. It is Spain there are schools that speak of the transgender to 10 -year -old children. At that age a child is able to understand that? ...
spanish,Javier Aguirre. Si hace falta voy a donde coño ande y lo secuestro pero un entrenador que ponga firme a esta puta panda de maricones.,homophobic,0,FALSE,
spanish,"🤣🤣🤣 Que fuerte, eh?. Que los musulmanes apoyemos la abolición de la prostitución y a muchos nos parezca mal la nueva ley trans.",transphobic,2,TRUE,"🤣🤣🤣 How strong, huh?. That Muslims support the abolition of prostitution and many of us look bad the new trans law."
spanish,Eso es tener igualdad de oportunidades y luchar por lograrlo... No las mamadas de esas ridículas trans que quieren jugar con ventaja en ligas de mujeres...,transphobic,2,TRUE,That is having equal opportunities and fighting to achieve it ... not the blowjobs of those trans ridges that want to play with advantage in women's leagues ...
spanish,"Ya hay ""deportistas"" trans, compitiendo en gran DESIGUALDAD (para los que ""luchan"" tanto contra ella), generando indignación entre las competidoras femeninas. Ejemplo:. El caso del peleador ""trans"", que en UFC, lastimó brutalmente a varias contrincantes...muy grave.",transphobic,2,TRUE,"There are already transportist ""transporters, competing in great inequality (for those who"" fight ""so much against it), generating outrage among female competitors. Example:. The case of the ""trans"" fighter, which in UFC, brutally hurt several opponents ... very serious."
spanish,"No existen los menores trans. El derecho a la infancia o la inmadurez les impide poder ser transexuales, someterse a tratamientos hormonales o quirúrgicos. . Una vez adultos y maduros y en uso de su libertad, podrán decidir si ser o no transexuales.",transphobic,2,TRUE,"There are no trans minors. The right to childhood or immaturity prevents them from being transsexuals, undergoing hormonal or surgical treatments. . Once adults and mature and in use of their freedom, they can decide whether or not to be transsexuals."
spanish,"Las mujeres trans no tienen cabida en el feminismo. Los hombres trans, SI.",transphobic,2,TRUE,Trans women have no place in feminism. Trans men.
spanish,"Trans? que es eso, un jugador de arabia?. Aclaracion: el seba es una piba que se hizo hombre",transphobic,2,TRUE,"Trans? What is that, an Arabian player? Clarification: Seba is a kid that became a man"
spanish,Estos trans deben hacer una su liga trans.,transphobic,2,TRUE,These trans should make your league trans.
spanish,Perdón? . Entonces en base a que factor afirmas que las mujeres trans son mujeres?,transphobic,2,TRUE,Sorry? . So based on what factor do you say that trans women are women?
spanish,"Con la ley de identidad de género las mujeres perderemos los espacios seguros, cualquier hombre que se autoidentifique como mujer podrá acceder a nuestros baños y vestuarios #AquiEstamosLasFeministas #SiTumbamosUnaTumbamosTodas",transphobic,2,TRUE,"With the Gender Identity Law Women we will lose safe spaces, any man who self -identifies as a woman can access our bathrooms and costumes #Asestaslasfeministas #SitumbasunAtumbamosTodas"
spanish,"Relato de Alejandra Realpe, una mujer lesbiana víctima de violencia sexual y desplazamiento forzado. #VerdadEnClaveDeGénero . Entrega 4 del especial ‘Una verdad diversa que resiste, lucha y alza la voz para la no repetición’.",homophobic,0,FALSE,
spanish,Moreno a la izquierda de CFK con respecto al aborto en 2017. Qué sigue? La Batalla Cultural militando el cupo trans en el Congreso?,transphobic,2,TRUE,Moreno to the left of CFK with respect to abortion in 2017. What follows? The cultural battle militating the trans quota in Congress?
spanish,No existen. No hay ningún feminismo que excluya a las personas trans. Es que el feminismo nunca a incluido a los varones. Y eso no cambia porque pongan maquillaje y se cambien el nombre. Es el nuevo feminazi,transphobic,2,TRUE,They do not exist. There is no feminism that excludes trans people. Is that feminism never included men. And that does not change because they put makeup and change their name. Is the new feminazi
spanish,"Aquí una pequeña lista de ped0filos y pederast4s autopercibidos ""mujeres"". Como pueden ver no son sólo 2 o 3. El primero diga que ellos no eran trans lo reto a explicarme cómo conocen la diferencia 😀",transphobic,2,TRUE,"Here is a small list of peds and self -perceived pedophiles ""women"". As you can see they are not just 2 or 3. The first one says that they were not trans challenging to explain how they know the difference 😀"
spanish,no se si es femboi trans o lo que sea. pero hay chavales con mucho mejor culo femenino,transphobic,2,TRUE,I don't know if it's femboi trans or whatever. But there are kids with much better female ass
spanish,Me a voy a volver trans para que todas las majes que me odian se vuelvan tránsfobas y su «enojo justificado» empiece a ir en contra de los valores humanistas de la UCA.,transphobic,2,TRUE,"I'm going to come back so that all the majesty they hate me become traffic and their ""justified anger"" start going against the humanistic values ​​of the UCA."
